order_id,"status (1=ORDER PLACED, 2 = DELIVERED, 3= UNDELIVERED, 4= REJECT)",remarks(not mandatory),order_tracking_url,tracking_ord_id,delivery_date
SL00015120,1,,www.amazon.in,1,
SL00015119,1,,www.amazon.in,1,
SL00015118,1,,www.amazon.in,1,
SL00015117,1,,www.amazon.in,1,
SL00015116,1,,www.amazon.in,1,
SL00015115,1,,www.amazon.in,1,
SL00015114,1,,www.amazon.in,1,
SL00015113,1,,www.amazon.in,1,
SL00015112,1,,www.amazon.in,1,
SL00015111,1,,www.amazon.in,1,
SL00015110,1,,www.amazon.in,1,
SL00015109,1,,www.amazon.in,1,
SL00015108,1,,www.amazon.in,1,
SL00015107,1,,www.amazon.in,1,
SL00015106,1,,www.amazon.in,1,
SL00015105,1,,www.amazon.in,1,
SL00015104,1,,www.amazon.in,1,
SL00015103,1,,www.amazon.in,1,
SL00015102,1,,www.amazon.in,1,
SL00015101,1,,www.amazon.in,1,
SL00015100,1,,www.amazon.in,1,
SL00015099,1,,www.amazon.in,1,
SL00015098,1,,www.amazon.in,1,
SL00015097,1,,www.amazon.in,1,
SL00015096,1,,www.amazon.in,1,
SL00015095,1,,www.amazon.in,1,
SL00015094,1,,www.amazon.in,1,
SL00015093,1,,www.amazon.in,1,
SL00015092,1,,www.amazon.in,1,
SL00015091,1,,www.amazon.in,1,
SL00015090,1,,www.amazon.in,1,
SL00015089,1,,www.amazon.in,1,
SL00015088,1,,www.amazon.in,1,
SL00015087,1,,www.amazon.in,1,
SL00015086,1,,www.amazon.in,1,
SL00015085,1,,www.amazon.in,1,
SL00015084,1,,www.amazon.in,1,
SL00015083,1,,www.amazon.in,1,
SL00015082,1,,www.amazon.in,1,
SL00015081,1,,www.amazon.in,1,
SL00015080,1,,www.amazon.in,1,
SL00015079,1,,www.amazon.in,1,
SL00015078,1,,www.amazon.in,1,
SL00015077,1,,www.amazon.in,1,
SL00015076,1,,www.amazon.in,1,
SL00015075,1,,www.amazon.in,1,
SL00015074,1,,www.amazon.in,1,
SL00015073,1,,www.amazon.in,1,
SL00015072,1,,www.amazon.in,1,
SL00015071,1,,www.amazon.in,1,
SL00015070,1,,www.amazon.in,1,
SL00015069,1,,www.amazon.in,1,
SL00015068,1,,www.amazon.in,1,
SL00015067,1,,www.amazon.in,1,
SL00015066,1,,www.amazon.in,1,
SL00015065,1,,www.amazon.in,1,
SL00015064,1,,www.amazon.in,1,
SL00015063,1,,www.amazon.in,1,
SL00015062,1,,www.amazon.in,1,
SL00015061,1,,www.amazon.in,1,
SL00015060,1,,www.amazon.in,1,
SL00015059,1,,www.amazon.in,1,
SL00015058,1,,www.amazon.in,1,
SL00015057,1,,www.amazon.in,1,
SL00015056,1,,www.amazon.in,1,
SL00015055,1,,www.amazon.in,1,
SL00015054,1,,www.amazon.in,1,
SL00015053,1,,www.amazon.in,1,
SL00015052,1,,www.amazon.in,1,
SL00015051,1,,www.amazon.in,1,
SL00015050,1,,www.amazon.in,1,
SL00015049,1,,www.amazon.in,1,
SL00015048,1,,www.amazon.in,1,
SL00015047,1,,www.amazon.in,1,
SL00015046,1,,www.amazon.in,1,
SL00015045,1,,www.amazon.in,1,
SL00015044,1,,www.amazon.in,1,
SL00015043,1,,www.amazon.in,1,
SL00015042,1,,www.amazon.in,1,
SL00015041,1,,www.amazon.in,1,
SL00015040,1,,www.amazon.in,1,
SL00015039,1,,www.amazon.in,1,
SL00015038,1,,www.amazon.in,1,
SL00015037,1,,www.amazon.in,1,
SL00015036,1,,www.amazon.in,1,
SL00015035,1,,www.amazon.in,1,
SL00015034,1,,www.amazon.in,1,
SL00015033,1,,www.amazon.in,1,
SL00015032,1,,www.amazon.in,1,
SL00015031,1,,www.amazon.in,1,
SL00015030,1,,www.amazon.in,1,
SL00015029,1,,www.amazon.in,1,
SL00015028,1,,www.amazon.in,1,
SL00015026,1,,www.amazon.in,1,
SL00015025,1,,www.amazon.in,1,
SL00015024,1,,www.amazon.in,1,
SL00015023,1,,www.amazon.in,1,
SL00015022,1,,www.amazon.in,1,
SL00015021,1,,www.amazon.in,1,
SL00015020,1,,www.amazon.in,1,
SL00015019,1,,www.amazon.in,1,
SL00015018,1,,www.amazon.in,1,
SL00015017,1,,www.amazon.in,1,
SL00015016,1,,www.amazon.in,1,
SL00015015,1,,www.amazon.in,1,
SL00015014,1,,www.amazon.in,1,
SL00015013,1,,www.amazon.in,1,
SL00015012,1,,www.amazon.in,1,
SL00015011,1,,www.amazon.in,1,
SL00015010,1,,www.amazon.in,1,
SL00015009,1,,www.amazon.in,1,
SL00015008,1,,www.amazon.in,1,
SL00015007,1,,www.amazon.in,1,
SL00015006,1,,www.amazon.in,1,
SL00015005,1,,www.amazon.in,1,
SL00015004,1,,www.amazon.in,1,
SL00015003,1,,www.amazon.in,1,
SL00015002,1,,www.amazon.in,1,
SL00015001,1,,www.amazon.in,1,
SL00015000,1,,www.amazon.in,1,
SL00014999,1,,www.amazon.in,1,
SL00014998,1,,www.amazon.in,1,
SL00014997,1,,www.amazon.in,1,
SL00014996,1,,www.amazon.in,1,
SL00014995,1,,www.amazon.in,1,
SL00014994,1,,www.amazon.in,1,
SL00014993,1,,www.amazon.in,1,
SL00014992,1,,www.amazon.in,1,
SL00014991,1,,www.amazon.in,1,
SL00014990,1,,www.amazon.in,1,
SL00014989,1,,www.amazon.in,1,
SL00014988,1,,www.amazon.in,1,
SL00014987,1,,www.amazon.in,1,
SL00014986,1,,www.amazon.in,1,
SL00014985,1,,www.amazon.in,1,
SL00014984,1,,www.amazon.in,1,
SL00014983,1,,www.amazon.in,1,
SL00014982,1,,www.amazon.in,1,
SL00014981,1,,www.amazon.in,1,
SL00014980,1,,www.amazon.in,1,
SL00014979,1,,www.amazon.in,1,
SL00014978,1,,www.amazon.in,1,
SL00014977,1,,www.amazon.in,1,
SL00014976,1,,www.amazon.in,1,
SL00014975,1,,www.amazon.in,1,
SL00014974,1,,www.amazon.in,1,
SL00014973,1,,www.amazon.in,1,
SL00014972,1,,www.amazon.in,1,
SL00014971,1,,www.amazon.in,1,
SL00014970,1,,www.amazon.in,1,
SL00014969,1,,www.amazon.in,1,
SL00014968,1,,www.amazon.in,1,
SL00014967,1,,www.amazon.in,1,
SL00014966,1,,www.amazon.in,1,
SL00014965,1,,www.amazon.in,1,
SL00014964,1,,www.amazon.in,1,
SL00014963,1,,www.amazon.in,1,
SL00014962,1,,www.amazon.in,1,
SL00014961,1,,www.amazon.in,1,
SL00014960,1,,www.amazon.in,1,
SL00014959,1,,www.amazon.in,1,
SL00014958,1,,www.amazon.in,1,
SL00014957,1,,www.amazon.in,1,
SL00014956,1,,www.amazon.in,1,
SL00014955,1,,www.amazon.in,1,
SL00014954,1,,www.amazon.in,1,
SL00014953,1,,www.amazon.in,1,
SL00014952,1,,www.amazon.in,1,
SL00014951,1,,www.amazon.in,1,
SL00014950,1,,www.amazon.in,1,
SL00014949,1,,www.amazon.in,1,
SL00014948,1,,www.amazon.in,1,
SL00014947,1,,www.amazon.in,1,
SL00014946,1,,www.amazon.in,1,
SL00014945,1,,www.amazon.in,1,
SL00014944,1,,www.amazon.in,1,
SL00014943,1,,www.amazon.in,1,
SL00014942,1,,www.amazon.in,1,
SL00014941,1,,www.amazon.in,1,
SL00014940,1,,www.amazon.in,1,
SL00014939,1,,www.amazon.in,1,
SL00014938,1,,www.amazon.in,1,
SL00014937,1,,www.amazon.in,1,
SL00014936,1,,www.amazon.in,1,
SL00014935,1,,www.amazon.in,1,
SL00014934,1,,www.amazon.in,1,
SL00014933,1,,www.amazon.in,1,
SL00014932,1,,www.amazon.in,1,
SL00014931,1,,www.amazon.in,1,
SL00014930,1,,www.amazon.in,1,
SL00014929,1,,www.amazon.in,1,
SL00014928,1,,www.amazon.in,1,
SL00014927,1,,www.amazon.in,1,
SL00014926,1,,www.amazon.in,1,
SL00014925,1,,www.amazon.in,1,
SL00014924,1,,www.amazon.in,1,
SL00014923,1,,www.amazon.in,1,
SL00014922,1,,www.amazon.in,1,
SL00014921,1,,www.amazon.in,1,
SL00014920,1,,www.amazon.in,1,
SL00014919,1,,www.amazon.in,1,
SL00014918,1,,www.amazon.in,1,
SL00014917,1,,www.amazon.in,1,
SL00014916,1,,www.amazon.in,1,
SL00014915,1,,www.amazon.in,1,
SL00014914,1,,www.amazon.in,1,
SL00014913,1,,www.amazon.in,1,
SL00014912,1,,www.amazon.in,1,
SL00014911,1,,www.amazon.in,1,
SL00014910,1,,www.amazon.in,1,
SL00014909,1,,www.amazon.in,1,
SL00014908,1,,www.amazon.in,1,
SL00014907,1,,www.amazon.in,1,
SL00014906,1,,www.amazon.in,1,
SL00014905,1,,www.amazon.in,1,
SL00014904,1,,www.amazon.in,1,
SL00014903,1,,www.amazon.in,1,
SL00014902,1,,www.amazon.in,1,
SL00014901,1,,www.amazon.in,1,
SL00014900,1,,www.amazon.in,1,
SL00014899,1,,www.amazon.in,1,
SL00014898,1,,www.amazon.in,1,
SL00014897,1,,www.amazon.in,1,
SL00014896,1,,www.amazon.in,1,
SL00014895,1,,www.amazon.in,1,
SL00014894,1,,www.amazon.in,1,
SL00014893,1,,www.amazon.in,1,
SL00014892,1,,www.amazon.in,1,
SL00014891,1,,www.amazon.in,1,
SL00014890,1,,www.amazon.in,1,
SL00014889,1,,www.amazon.in,1,
SL00014888,1,,www.amazon.in,1,
SL00014887,1,,www.amazon.in,1,
SL00014886,1,,www.amazon.in,1,
