order_id,"status (1=ORDER PLACED, 2 = DELIVERED, 3= UNDELIVERED, 4= REJECT)",remarks(not mandatory),order_tracking_url,tracking_ord_id,delivery_date
SL00014885,1,,www.amazon.in,1,
SL00014884,1,,www.amazon.in,1,
SL00014883,1,,www.amazon.in,1,
SL00014882,1,,www.amazon.in,1,
SL00014881,1,,www.amazon.in,1,
SL00014880,1,,www.amazon.in,1,
SL00014879,1,,www.amazon.in,1,
SL00014878,1,,www.amazon.in,1,
SL00014877,1,,www.amazon.in,1,
SL00014876,1,,www.amazon.in,1,
SL00014875,1,,www.amazon.in,1,
SL00014874,1,,www.amazon.in,1,
SL00014873,1,,www.amazon.in,1,
SL00014872,1,,www.amazon.in,1,
SL00014871,1,,www.amazon.in,1,
SL00014870,1,,www.amazon.in,1,
SL00014869,1,,www.amazon.in,1,
SL00014868,1,,www.amazon.in,1,
SL00014867,1,,www.amazon.in,1,
SL00014866,1,,www.amazon.in,1,
SL00014865,1,,www.amazon.in,1,
SL00014864,1,,www.amazon.in,1,
SL00014863,1,,www.amazon.in,1,
SL00014862,1,,www.amazon.in,1,
SL00014861,1,,www.amazon.in,1,
SL00014860,1,,www.amazon.in,1,
SL00014859,1,,www.amazon.in,1,
SL00014858,1,,www.amazon.in,1,
SL00014856,1,,www.amazon.in,1,
SL00014855,1,,www.amazon.in,1,
SL00014854,1,,www.amazon.in,1,
SL00014853,1,,www.amazon.in,1,
SL00014852,1,,www.amazon.in,1,
SL00014851,1,,www.amazon.in,1,
SL00014850,1,,www.amazon.in,1,
SL00014849,1,,www.amazon.in,1,
SL00014848,1,,www.amazon.in,1,
SL00014847,1,,www.amazon.in,1,
SL00014846,1,,www.amazon.in,1,
SL00014845,1,,www.amazon.in,1,
SL00014844,1,,www.amazon.in,1,
SL00014843,1,,www.amazon.in,1,
SL00014842,1,,www.amazon.in,1,
SL00014841,1,,www.amazon.in,1,
SL00014840,1,,www.amazon.in,1,
SL00014839,1,,www.amazon.in,1,
SL00014838,1,,www.amazon.in,1,
SL00014837,1,,www.amazon.in,1,
SL00014836,1,,www.amazon.in,1,
SL00014835,1,,www.amazon.in,1,
SL00014834,1,,www.amazon.in,1,
SL00014833,1,,www.amazon.in,1,
SL00014832,1,,www.amazon.in,1,
SL00014831,1,,www.amazon.in,1,
SL00014830,1,,www.amazon.in,1,
SL00014829,1,,www.amazon.in,1,
SL00014828,1,,www.amazon.in,1,
SL00014827,1,,www.amazon.in,1,
SL00014826,1,,www.amazon.in,1,
SL00014825,1,,www.amazon.in,1,
SL00014824,1,,www.amazon.in,1,
SL00014823,1,,www.amazon.in,1,
SL00014822,1,,www.amazon.in,1,
SL00014821,1,,www.amazon.in,1,
SL00014820,1,,www.amazon.in,1,
SL00014819,1,,www.amazon.in,1,
SL00014818,1,,www.amazon.in,1,
SL00014817,1,,www.amazon.in,1,
SL00014816,1,,www.amazon.in,1,
SL00014815,1,,www.amazon.in,1,
SL00014814,1,,www.amazon.in,1,
SL00014813,1,,www.amazon.in,1,
SL00014812,1,,www.amazon.in,1,
SL00014811,1,,www.amazon.in,1,
SL00014810,1,,www.amazon.in,1,
SL00014809,1,,www.amazon.in,1,
SL00014808,1,,www.amazon.in,1,
SL00014807,1,,www.amazon.in,1,
SL00014806,1,,www.amazon.in,1,
SL00014805,1,,www.amazon.in,1,
SL00014804,1,,www.amazon.in,1,
SL00014803,1,,www.amazon.in,1,
SL00014802,1,,www.amazon.in,1,
SL00014801,1,,www.amazon.in,1,
SL00014800,1,,www.amazon.in,1,
SL00014799,1,,www.amazon.in,1,
SL00014798,1,,www.amazon.in,1,
SL00014797,1,,www.amazon.in,1,
SL00014796,1,,www.amazon.in,1,
SL00014795,1,,www.amazon.in,1,
SL00014794,1,,www.amazon.in,1,
SL00014793,1,,www.amazon.in,1,
SL00014792,1,,www.amazon.in,1,
SL00014791,1,,www.amazon.in,1,
SL00014790,1,,www.amazon.in,1,
SL00014789,1,,www.amazon.in,1,
SL00014788,1,,www.amazon.in,1,
SL00014787,1,,www.amazon.in,1,
SL00014786,1,,www.amazon.in,1,
SL00014785,1,,www.amazon.in,1,
SL00014784,1,,www.amazon.in,1,
SL00014783,1,,www.amazon.in,1,
SL00014782,1,,www.amazon.in,1,
SL00014781,1,,www.amazon.in,1,
SL00014780,1,,www.amazon.in,1,
SL00014779,1,,www.amazon.in,1,
SL00014778,1,,www.amazon.in,1,
SL00014777,1,,www.amazon.in,1,
SL00014776,1,,www.amazon.in,1,
SL00014775,1,,www.amazon.in,1,
SL00014774,1,,www.amazon.in,1,
SL00014773,1,,www.amazon.in,1,
SL00014772,1,,www.amazon.in,1,
SL00014771,1,,www.amazon.in,1,
SL00014770,1,,www.amazon.in,1,
SL00014769,1,,www.amazon.in,1,
SL00014768,1,,www.amazon.in,1,
SL00014767,1,,www.amazon.in,1,
SL00014766,1,,www.amazon.in,1,
SL00014765,1,,www.amazon.in,1,
SL00014764,1,,www.amazon.in,1,
SL00014763,1,,www.amazon.in,1,
SL00014762,1,,www.amazon.in,1,
SL00014761,1,,www.amazon.in,1,
SL00014760,1,,www.amazon.in,1,
SL00014759,1,,www.amazon.in,1,
SL00014758,1,,www.amazon.in,1,
SL00014757,1,,www.amazon.in,1,
SL00014756,1,,www.amazon.in,1,
SL00014755,1,,www.amazon.in,1,
SL00014754,1,,www.amazon.in,1,
SL00014753,1,,www.amazon.in,1,
SL00014752,1,,www.amazon.in,1,
SL00014751,1,,www.amazon.in,1,
SL00014750,1,,www.amazon.in,1,
SL00014749,1,,www.amazon.in,1,
SL00014748,1,,www.amazon.in,1,
SL00014747,1,,www.amazon.in,1,
SL00014746,1,,www.amazon.in,1,
SL00014745,1,,www.amazon.in,1,
SL00014744,1,,www.amazon.in,1,
SL00014743,1,,www.amazon.in,1,
SL00014742,1,,www.amazon.in,1,
SL00014741,1,,www.amazon.in,1,
SL00014740,1,,www.amazon.in,1,
SL00014739,1,,www.amazon.in,1,
SL00014738,1,,www.amazon.in,1,
SL00014737,1,,www.amazon.in,1,
SL00014736,1,,www.amazon.in,1,
SL00014735,1,,www.amazon.in,1,
SL00014734,1,,www.amazon.in,1,
SL00014733,1,,www.amazon.in,1,
SL00014732,1,,www.amazon.in,1,
SL00014731,1,,www.amazon.in,1,
SL00014730,1,,www.amazon.in,1,
SL00014729,1,,www.amazon.in,1,
SL00014728,1,,www.amazon.in,1,
SL00014727,1,,www.amazon.in,1,
SL00014726,1,,www.amazon.in,1,
SL00014725,1,,www.amazon.in,1,
SL00014724,1,,www.amazon.in,1,
SL00014723,1,,www.amazon.in,1,
SL00014722,1,,www.amazon.in,1,
SL00014721,1,,www.amazon.in,1,
SL00014720,1,,www.amazon.in,1,
SL00014719,1,,www.amazon.in,1,
SL00014718,1,,www.amazon.in,1,
SL00014717,1,,www.amazon.in,1,
SL00014713,1,,www.amazon.in,1,
SL00014711,1,,www.amazon.in,1,
SL00014710,1,,www.amazon.in,1,
SL00014709,1,,www.amazon.in,1,
SL00014708,1,,www.amazon.in,1,
SL00014707,1,,www.amazon.in,1,
SL00014706,1,,www.amazon.in,1,
SL00014705,1,,www.amazon.in,1,
SL00014704,1,,www.amazon.in,1,
SL00014703,1,,www.amazon.in,1,
SL00014702,1,,www.amazon.in,1,
SL00014701,1,,www.amazon.in,1,
SL00014700,1,,www.amazon.in,1,
SL00014699,1,,www.amazon.in,1,
SL00014698,1,,www.amazon.in,1,
SL00014697,1,,www.amazon.in,1,
SL00014696,1,,www.amazon.in,1,
SL00014695,1,,www.amazon.in,1,
SL00014694,1,,www.amazon.in,1,
SL00014693,1,,www.amazon.in,1,
SL00014692,1,,www.amazon.in,1,
SL00014691,1,,www.amazon.in,1,
SL00014690,1,,www.amazon.in,1,
ORD10945,1,,www.amazon.in,1,
ORD10102,1,,www.amazon.in,1,
ORD10081,1,,www.amazon.in,1,
ORD10066,1,,www.amazon.in,1,
ORD10063,1,,www.amazon.in,1,
ORD10060,1,,www.amazon.in,1,
ORD09962,1,,www.amazon.in,1,
ORD09955,1,,www.amazon.in,1,
ORD09950,1,,www.amazon.in,1,
ORD09944,1,,www.amazon.in,1,
ORD09943,1,,www.amazon.in,1,
ORD09884,1,,www.amazon.in,1,
ORD09855,1,,www.amazon.in,1,
ORD09848,1,,www.amazon.in,1,
